DateTime,Open,High,Low,Close,Volume
2026-04-08T17:46:00.000+0300,258.19,258.25,258.09,258.18,31074
2026-04-08T17:47:00.000+0300,258.16,258.41,258.16,258.39,43055
2026-04-08T17:48:00.000+0300,258.38,258.61,258.38,258.55,51940
2026-04-08T17:49:00.000+0300,258.53,258.77,258.44,258.59,35807
2026-04-08T17:50:00.000+0300,258.58,258.75,258.5,258.64,27809
2026-04-08T17:51:00.000+0300,258.66,258.67,258.4,258.46,29440
2026-04-08T17:52:00.000+0300,258.46,258.67,258.38,258.46,50575
2026-04-08T17:53:00.000+0300,258.43,258.62,258.35,258.56,36164
2026-04-08T17:54:00.000+0300,258.56,258.74,258.5,258.69,58296
2026-04-08T17:55:00.000+0300,258.67,258.67,258.46,258.5,41344
2026-04-08T17:56:00.000+0300,258.51,258.69,258.38,258.61,57250
2026-04-08T17:57:00.000+0300,258.6,258.74,258.55,258.65,48996
2026-04-08T17:58:00.000+0300,258.63,258.75,258.61,258.65,30417
2026-04-08T17:59:00.000+0300,258.66,258.9,258.65,258.9,47961
2026-04-08T18:00:00.000+0300,258.92,259.07,258.86,258.92,60956
2026-04-08T18:01:00.000+0300,258.93,259.31,258.93,259.31,45343
2026-04-08T18:02:00.000+0300,259.32,259.5,259.16,259.26,84345
2026-04-08T18:03:00.000+0300,259.26,259.46,259.26,259.39,52941
2026-04-08T18:04:00.000+0300,259.42,259.44,259.25,259.4,74665
2026-04-08T18:05:00.000+0300,259.41,259.51,259.35,259.39,56578
2026-04-08T18:06:00.000+0300,259.4,259.4,259.23,259.32,37106
2026-04-08T18:07:00.000+0300,259.34,259.51,259.28,259.32,44997
2026-04-08T18:08:00.000+0300,259.35,259.37,259.1,259.15,78383
2026-04-08T18:09:00.000+0300,259.16,259.16,258.77,258.79,66141
2026-04-08T18:10:00.000+0300,258.82,258.83,258.44,258.52,59989
2026-04-08T18:11:00.000+0300,258.5,258.69,258.4,258.49,52004
2026-04-08T18:12:00.000+0300,258.47,258.51,258.29,258.35,64571
2026-04-08T18:13:00.000+0300,258.37,258.52,258.3,258.45,42239
2026-04-08T18:14:00.000+0300,258.4,258.43,258.27,258.36,41678
2026-04-08T18:15:00.000+0300,258.37,258.41,258.23,258.4,63236
2026-04-08T18:16:00.000+0300,258.39,258.4,258.21,258.29,40093
2026-04-08T18:17:00.000+0300,258.31,258.47,258.29,258.4,25551
2026-04-08T18:18:00.000+0300,258.41,258.44,258.26,258.28,32897
2026-04-08T18:19:00.000+0300,258.27,258.3,258.06,258.29,62926
2026-04-08T18:20:00.000+0300,258.29,258.29,258.13,258.23,30926
2026-04-08T18:21:00.000+0300,258.24,258.24,258.1,258.23,48401
2026-04-08T18:22:00.000+0300,258.23,258.23,257.85,257.98,63637
2026-04-08T18:23:00.000+0300,258.0,258.08,257.82,257.98,28499
2026-04-08T18:24:00.000+0300,258.0,258.08,257.83,257.91,61961
2026-04-08T18:25:00.000+0300,257.89,257.92,257.64,257.66,39371
2026-04-08T18:26:00.000+0300,257.66,257.94,257.58,257.91,46040
2026-04-08T18:27:00.000+0300,257.92,257.97,257.8,257.88,55924
2026-04-08T18:28:00.000+0300,257.85,257.91,257.72,257.75,42488
2026-04-08T18:29:00.000+0300,257.76,257.76,257.51,257.51,32262
2026-04-08T18:30:00.000+0300,257.52,257.54,257.36,257.44,98544
2026-04-08T18:31:00.000+0300,257.46,257.59,257.37,257.56,40629
2026-04-08T18:32:00.000+0300,257.54,257.71,257.48,257.67,57195
2026-04-08T18:33:00.000+0300,257.67,257.78,257.59,257.77,24144
2026-04-08T18:34:00.000+0300,257.76,258.05,257.76,258.0,89244
2026-04-08T18:35:00.000+0300,258.0,258.05,257.84,257.87,50124
2026-04-08T18:36:00.000+0300,257.79,258.04,257.79,257.91,25553
2026-04-08T18:37:00.000+0300,257.9,257.92,257.74,257.88,35210
2026-04-08T18:38:00.000+0300,257.88,257.92,257.83,257.9,16749
2026-04-08T18:39:00.000+0300,257.92,257.99,257.88,257.93,15705
2026-04-08T18:40:00.000+0300,257.92,257.94,257.75,257.84,41050
2026-04-08T18:41:00.000+0300,257.84,257.99,257.79,257.99,16904
2026-04-08T18:42:00.000+0300,257.97,258.03,257.9,258.02,32278
2026-04-08T18:43:00.000+0300,258.02,258.21,257.95,258.11,75995
2026-04-08T18:44:00.000+0300,258.11,258.11,257.95,258.08,27281
2026-04-08T18:45:00.000+0300,258.1,258.28,258.1,258.24,29096
2026-04-08T18:46:00.000+0300,258.23,258.39,258.2,258.36,32005
2026-04-08T18:47:00.000+0300,258.35,258.4,258.29,258.31,26358
2026-04-08T18:48:00.000+0300,258.3,258.31,258.0,258.06,31343
2026-04-08T18:49:00.000+0300,258.08,258.1,257.98,257.99,24769
2026-04-08T18:50:00.000+0300,257.98,258.07,257.98,258.0,36880
2026-04-08T18:51:00.000+0300,258.01,258.1,257.83,257.84,32106
2026-04-08T18:52:00.000+0300,257.85,257.86,257.57,257.62,32706
2026-04-08T18:53:00.000+0300,257.62,257.65,257.48,257.62,31453
2026-04-08T18:54:00.000+0300,257.64,257.66,257.56,257.61,30655
2026-04-08T18:55:00.000+0300,257.62,257.64,257.41,257.6,61265
2026-04-08T18:56:00.000+0300,257.6,257.69,257.52,257.54,52407
2026-04-08T18:57:00.000+0300,257.54,257.66,257.51,257.65,19254
2026-04-08T18:58:00.000+0300,257.65,257.75,257.62,257.64,29239
2026-04-08T18:59:00.000+0300,257.65,257.65,257.5,257.62,16507
2026-04-08T19:00:00.000+0300,257.62,257.89,257.54,257.85,22962
2026-04-08T19:01:00.000+0300,257.87,258.09,257.87,258.0,30231
2026-04-08T19:02:00.000+0300,258.0,258.12,257.98,258.12,38226
2026-04-08T19:03:00.000+0300,258.11,258.21,258.07,258.12,52202
2026-04-08T19:04:00.000+0300,258.13,258.13,257.94,258.02,35944
2026-04-08T19:05:00.000+0300,258.02,258.08,257.99,258.01,21262
2026-04-08T19:06:00.000+0300,257.99,258.06,257.91,257.92,27294
2026-04-08T19:07:00.000+0300,257.9,257.96,257.86,257.96,16815
2026-04-08T19:08:00.000+0300,257.97,258.01,257.92,257.99,16566
2026-04-08T19:09:00.000+0300,257.98,258.0,257.8,257.82,13790
2026-04-08T19:10:00.000+0300,257.81,257.81,257.67,257.8,25976
2026-04-08T19:11:00.000+0300,257.79,257.89,257.71,257.89,19464
2026-04-08T19:12:00.000+0300,257.88,257.95,257.79,257.81,15131
2026-04-08T19:13:00.000+0300,257.79,257.82,257.74,257.8,19501
2026-04-08T19:14:00.000+0300,257.81,257.83,257.51,257.52,40538
2026-04-08T19:15:00.000+0300,257.54,257.56,257.3,257.32,33656
2026-04-08T19:16:00.000+0300,257.32,257.33,257.13,257.22,65324
